Food_ID,Food Name and Description,Scientific Name,Alternate/Common Name(s),Edible Portion,Energy (kcal),Protein (g),Fat (g),Carbs (g)
D236,"String/Yard long bean pod, white",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, puti",95%,47,2.2,0.3,8.8
D237,"String/Yard long bean pod, white, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, puti, nilaga",100%,23,1.4,0.1,4.1
D238,"String/Yard long bean seed, green, fresh",Vigna unguiculata ssp. sesquipedalis,"Sitaw buto, berde, sariwa",100%,119,9.2,0.8,18.8
D239,"String/Yard long bean seed, green, fresh, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw buto, berde, sariwa, nilaga",100%,119,12.7,0.4,16.1
D240,"Sugar palm, heart of palm",Arenga pinnata,Kaong ubod,85%,38,1.3,0.5,7.0
D241,Swamp amaranth lvs,Alternanthera paronychioides,Lupo dahon,-,52,5.1,0.2,7.5
D242,Swamp cabbage lvs,Ipomoea aquatica,Kangkong dahon/Water spinach lvs,59%,39,3.3,0.4,5.5
D243,"Swamp cabbage lvs, boiled",Ipomoea aquatica,"Kangkong dahon, nilaga/Water spinach lvs, boiled",100%,28,1.5,0.4,4.7
D244,Sweet potato lvs,Ipomoea batatas,Kamote dahon,34%,49,3.9,0.5,7.2
D245,"Sweet potato lvs, boiled",Ipomoea batatas,"Kamote dahon, nilaga",100%,29,1.1,0.7,4.6
D246,"Sweet potato lvs, purple",Ipomoea batatas,"Kamote dahon, murado",59%,69,4.7,0.6,11.3
D247,"Sweet potato lvs, purple, boiled",Ipomoea batatas,"Kamote dahon, murado, nilaga",38%,24,1.8,0.3,3.5
D248,Tamarind flower,Tamarindus indica,Sampalok bulaklak,78%,86,2.5,1.8,15.0
D249,Tamarind lvs,Tamarindus indica,Sampalok dahon,81%,80,3.9,1.0,13.9
D250,"Tamarind lvs, boiled",Tamarindus indica,"Sampalok dahon, nilaga",100%,54,2.4,0.5,9.9
D251,Ivy gourd lvs,Coccinia grandis,Tamling dahon,48%,49,4.9,1.5,3.9
D252,"Ivy gourd lvs, boiled",Coccinia grandis,"Tamling dahon, nilaga",100%,49,3.5,0.8,7.0
D253,Taro lvs,Colocasia esculenta,Gabi dahon,55%,73,4.3,1.8,10.0
D254,"Taro lvs, boiled",Colocasia esculenta,"Gabi dahon, nilaga",100%,48,1.4,0.4,9.7
D255,Taro petioles,Colocasia esculenta,Gabi tangkay,84%,21,0.3,0.2,4.6
D256,"Taro petioles, boiled",Colocasia esculenta,"Gabi tangkay, nilaga",100%,15,0.2,0.1,3.2
D257,Tomato,Lycopersicon esculentum,Kamatis,99%,25,0.8,0.1,5.2
D258,"Tomato, boiled",Lycopersicon esculentum,"Kamatis, nilaga",98%,25,0.4,0.1,5.6
D259,"Tomato, Spanish, ripe",Lycopersicon esculentum,"Kamatis, Kastila, hinog",100%,64,2.3,0.4,12.9
D260,Yam bean,Pachyrhizus erosus,Singkamas lamang-ugat/Jicama,87%,45,1.1,0.2,9.8
D261,"Yam bean, pod",Pachyrhizus erosus,Singkamas bunga,90%,52,2.6,0.3,9.6
D263,"Water caltrop, boiled",Trapa natans,"Sungay kalabaw, nilaga/Bullnut, boiled",44%,226,9.4,0.1,46.8
D264,Water chestnut,Eleocharis dulcis,Apulid lamang-ugat,63%,176,2.3,0.7,40.3
D265,"Water chestnut, boiled",Eleocharis dulcis,"Apulid lamang-ugat, nilaga",60%,246,2.7,0.1,58.6
D268,Watercress,Nasturtium officinale,Tonghoy,49%,26,1.0,0.3,4.8
D269,Wax gourd fruit,Benincasa hispida,Kundol bunga,77%,20,0.4,0.3,3.8
D270,"Wax gourd fruit, boiled",Benincasa hispida,"Kundol bunga, nilaga",100%,13,0.1,0.1,3.0
D271,Wild ginger,Zingiber zerumbet,Tumbong aso/Bitter ginger,72%,32,2.1,0.4,5.0
D272,Winged bean pod,Psophocarpus tetragonolobus,"Sigarilyas/Kalamismis, bunga",97%,31,2.0,0.3,5.1
D273,"Winged bean pod, boiled",Psophocarpus tetragonolobus,"Sigarilyas/Kalamismis bunga, nilaga",100%,35,1.6,0.3,6.4
D274,"Asparagus, cnd",N/A,N/A,100%,30,1.6,0.4,5.1
D275,"Bamboo shoot, cnd",N/A,"Labong, de lata",100%,18,1.1,0.4,2.6
D276,"Bamboo shoot, dried",N/A,"Labong, tuyo",100%,357,17.1,1.4,69.0
D277,"Black wood ear mushroom, dried",Auricularia auricula-judae,"Tengang daga, tuyo",100%,325,8.4,0.5,71.6
D278,"Cucumber, salted, cnd",N/A,"Pipino, inasnan, de lata",100%,37,2.9,0.2,5.8
D279,"Mushroom, cnd",N/A,"Kabuti, de lata",100%,23,2.3,0.4,2.5
D280,"Mushroom, dried",N/A,"Kabuti, tuyo",100%,331,16.0,0.9,64.6
D281,"Mustard lvs, pickled",N/A,"Mustasa dahon, buro",84%,16,1.4,0.1,2.3
D282,"Mustard lvs, salted",N/A,"Mustasa dahon, inasnan",100%,28,1.9,1.0,2.9
D283,"Olive, green, in brine",Olea europaea L.,"Aseytuna, berde",70%,132,1.3,12.6,3.4
D284,"Olive, ripe, in brine",N/A,"Aseytuna, hinog",78%,158,1.0,16.0,2.6
D285,"Papaya fruit, unripe, dried",N/A,"Papaya bunga, hilaw, tuyo",100%,335,6.7,0.6,75.7
D286,Pickle relish,N/A,N/A,100%,145,0.3,0.9,33.9
D287,"Pickles, mixed",N/A,N/A,100%,163,0.2,3.1,33.5
D288,"Pickles, papaya",N/A,"Atsara, papaya",100%,203,0.8,8.7,30.3
D289,"Pickles, whole, gherkins",N/A,N/A,100%,132,0.4,1.7,28.7
D290,"Pimiento, cnd",N/A,N/A,100%,20,0.6,0.5,3.3
D292,"Radish, salted, cnd",N/A,"Labanos, inasnan, de lata",100%,46,2.7,0.4,7.8
D293,"Taro lvs, dried",N/A,"Gabi dahon, tuyo",-,388,23.1,9.2,53.1
D294,"Bagbagkong flower, raw",Telosma procumbens,Sabidukong/Latok,74%,49,4.1,0.6,6.9
D295,"Batwan, immature fruit, raw",Garcinia binucao,Binucao/Binukaw,98%,53,0.6,0.1,12.4
D296,"Bitter melon/gourd, wild, fruit, raw",Momordica charantia,Ampalayang ligaw,74%,29,1.2,0.3,5.4
D297,"Malunggay leaves powder, dry",-,-,100%,382,28.8,8.7,47.0
D298,"Mangrove apple, raw",Sonneratia caseolaris,Bakawan bunga,87%,72,1.6,0.5,15.2
D299,"Ivy gourd, immature fruit, raw",Coccinia grandis,Tamling bunga,96%,28,1.2,0.3,5.2
D300,"Basil, sweet, fresh",Ocimum basilicum,-,-,46,3.3,0.6,6.9
D301,"Libas, mature lvs",Spondias pinnata,"Common hog plum lvs, mature",-,90,3.8,1.3,15.7
D302,"Libas, young lvs",Spondias pinnata,"Common hog plum lvs, young",-,84,2.8,0.7,16.5
D303,"Thyme, fresh",Thymus vulgaris,N/A,63%,118,5.3,1.9,20.0
E001,"Apple, green",Malus domestica,"Mansanas, berde",77%,63,0.5,0.1,14.9
E002,"Apple, red",Malus domestica,"Mansanas, pula",76%,67,0.7,0.1,15.8
E003,Atemoya,Annona cherimola x Annona squamosa,N/A,46%,63,0.5,0.3,14.5
E004,"Avocado, green",Persea americana,"Abokado, berde",70%,101,0.9,6.2,10.5
E005,"Avocado, red",Persea americana,"Abokado, murado",68%,100,0.9,7.6,7.0
E006,"Banana, bungulan",Musa x paradisiaca,"Saging, bungulan",67%,106,1.0,0.4,24.5
E007,"Banana, butuan",Musa x balbisiana,"Saging, butuan",57%,101,1.3,0.3,23.2
E008,"Banana, cavendish, ripe",Musa x paradisiaca,"Saging, cavendish, hinog",64%,104,0.9,0.9,23.1
E009,"Banana, cavendish, unripe",Musa x paradisiaca,"Saging, cavendish, hilaw",73%,112,1.1,0.7,25.4
E010,"Banana, gloria",Musa x paradisiaca,"Saging, gloria",62%,132,1.1,0.1,31.7
E011,"Banana, lacatan",Musa x paradisiaca,"Saging, lakatan",69%,126,1.4,0.2,29.6
E012,"Banana, latundan",Musa x paradisiaca,"Saging, latundan",73%,105,1.2,0.3,24.4
E013,"Banana, murado",Musa x paradisiaca,"Saging, murado",67%,107,1.2,0.5,24.5
E014,"Banana, saba",Musa x balbisiana,"Saging, saba",57%,110,1.1,0.4,25.5
E015,"Banana, saba, boiled",Musa x balbisiana,"Saging, saba, nilaga",60%,159,1.2,0.0,38.6
E016,"Banana, ternate",Musa x paradisiaca,"Saging, ternate",64%,134,0.9,0.4,31.6
E017,"Banana, tuldok",Musa x paradisiaca,"Saging, tuldok/tindok/tandok",76%,99,1.1,0.2,23.3
E018,Bignay,Antidesma bunius,Bugnay/Salamander tree fruit,67%,35,0.7,0.8,6.3
E019,Bilimbi,Averrhoa bilimbi,Kamyas/Kamias/Kalamyas,100%,23,0.7,0.2,4.5
E020,Black/Java plum,Syzygium cumini,Duhat/Jambolan,75%,71,0.8,0.4,16.0
E021,Barbados gooseberry,Pereskia aculeata,N/A,46%,36,1.0,0.7,6.3
E022,Buri palm,Corypha utan,Buli,16%,75,0.7,0.1,17.8
E023,Calamansi/Philippine lemon,X Citrofortunella microcarpa,Kalamansi/Calamondin,38%,44,0.4,1.0,8.3
E024,Canistel,Pouteria campechiana,Tiesa/Eggfruit,73%,172,2.5,0.6,39.1
E025,Cashew fruit,Anacardium occidentale,Kasuy bunga,90%,63,0.7,0.6,13.8
E026,Java apple,Syzygium samarangense,Makopa/Wax jambu/Wax apple,80%,34,0.4,0.1,7.8
E027,Custard apple,Annona reticulata,Anonas/Bullock's heart,55%,131,1.4,0.2,31.0
E028,Durian,Durio zibethinus,N/A,20%,163,2.0,1.2,36.1
E029,Velvet apple,Diospyros blancoi,Mabolo,60%,88,0.6,0.3,20.8
E030,Grape,Vitis vinifera,Ubas,80%,83,0.4,0.3,19.7
E031,"Guava, red",Psidium guajava,"Bayabas, pula",99%,102,0.9,0.4,23.8
E032,"Guava, white",Psidium guajava,"Bayabas, puti",99%,70,0.8,0.3,16.0
E033,Jackfruit,Artocarpus heterophyllus,Langka/Nangka,34%,111,1.4,0.4,25.4
E034,Johey oak,Artocarpus odoratissimus,Marang,29%,128,1.0,0.4,30.0
E035,Jamaica cherry,Muntingia calabura,Datiles/Aratiles,82%,100,2.0,0.6,21.6
E036,Jujube Indian/Chinese date,Ziziphus jujuba,Mansanitas,91%,73,1.0,0.4,16.4
E037,Kaffir lime,Citrus hystrix,Kabuyaw,31%,42,0.6,1.3,7.0
E038,Kalumpit,Terminalia microcarpa,Batangas cherry,67%,77,1.3,0.4,17.0
E039,Lanzon,Lansium domesticum,Lansones/Langsat,68%,64,1.0,0.3,14.2
E040,Lemon,Citrus limon,Limon,50%,42,0.5,1.6,6.3
E041,Lemon peel,Citrus limon,"Limon, balat",100%,82,1.1,0.3,18.6
E042,Lime,Citrus aurantiifolia,Dayap/Key lime,59%,50,0.8,2.4,6.3
E043,Lime peel,Citrus aurantiifolia,"Dayap, balat",100%,121,3.4,0.2,26.5
E044,Lipoti,Syzygium polycephaloides,Lipote/Igot,83%,77,0.7,2.5,12.9
E045,Lychee/Litchi,Litchi chinensis,Lechiyas/Litsiyas,65%,87,1.5,0.1,20.1
E046,Madras thorn,Pithecellobium dulce,Camachile/Kamatsile/Manila tamarind,50%,93,3.2,0.4,19.1
E047,Malay apple,Syzygium malaccense,Yambo,68%,44,0.5,0.2,10.0
E048,Malay gooseberry,Phyllanthus acidus,Iba/Karmay/Bangkiling/Tahitian gooseberry,91%,40,0.8,0.7,7.7
E049,"Mango, Indian, unripe",Mangifera indica,"Mangga, Indiyan, hilaw",57%,53,0.3,0.2,12.5
E050,"Mango, Manila super, medium ripe",Mangifera indica,"Mangga, kalabaw, manibalang",72%,66,0.4,0.4,15.2
E051,"Mango, Manila super, ripe",Mangifera indica,"Mangga, kalabaw, hinog",67%,70,0.6,0.2,16.4
E052,"Mango, Manila super, unripe",Mangifera indica,"Mangga, kalabaw, hilaw",72%,63,0.5,0.2,14.9
E053,"Mango, paho, unripe",Mangifera altissima,"Mangga, paho/pahutan, hilaw",76%,74,0.7,0.6,16.4
E054,"Mango, piko, medium ripe",Mangifera indica,"Mangga, piko, manibalang",71%,83,0.3,0.9,18.4
E055,"Mango, piko, ripe",Mangifera indica,"Mangga, piko, hinog",58%,80,0.7,0.2,18.9
E056,"Mango, piko, unripe",Mangifera indica,"Mangga, piko, hilaw",73%,69,0.5,0.4,15.8
E057,"Mango, supsupin, ripe",Mangifera indica,"Mangga, supsupin, hinog",53%,91,1.2,0.5,20.5
E058,Mangosteen,Garcinia mangostana,N/A,26%,84,0.7,0.8,18.6
E059,Many-spiked flacourtia,Flacourtia indica,Seryale/Bitangol/Governor's Plum,39%,118,0.6,0.6,27.6
E060,Marmalade plum,Pouteria sapota,Chico-mamey,73%,113,1.2,0.3,26.4
E061,Melon,Cucumis melo,Milon,68%,23,0.5,0.3,4.8
E062,"Melon, honey dew",Cucumis melo,N/A,84%,42,0.3,0.3,9.5
E064,"Melon, watermelon",Citrullus lanatus,Pakwan,62%,31,0.1,0.2,7.2
E065,"Orange, Ladu",Citrus reticulata,"Dalandan, Ladu",45%,35,0.4,0.2,7.8
E066,"Orange, Szinkom",Citrus reticulata,"Dalandan, Szinkom",46%,31,0.3,0.2,6.9
E068,"Papaya fruit, medium ripe",Carica papaya,N/A,83%,53,0.7,0.2,12.0
E069,"Papaya fruit, ripe",Carica papaya,N/A,64%,53,0.5,0.3,12.1
E070,Pear,Pyrus communis,Peras,73%,57,0.4,0.6,12.6
E071,"Persimmon, kaki",Diospyros kaki,Asian persimmon,57%,86,0.4,0.6,19.7
E072,Philippine dillenia,Dillenia philippinensis,Katmon,40%,33,0.3,0.2,7.4
E073,Pineapple,Ananas comosus,Pinya,58%,55,0.4,0.2,13.0
E074,Pomegranate,Punica granatum,Granada,44%,64,0.7,0.4,14.5
E075,Pomelo,Citrus maxima,Suha/Lukban,64%,51,0.7,0.6,10.6
E076,Rambutan,Nephelium lappaceum,N/A,36%,87,1.2,0.9,18.6
E077,Rattan fruit,Calamus ornatus var. philippinensis,Alimuran,42%,88,0.6,1.2,18.6
E078,Santol,Sandoricum koetjape,Cotton fruit,59%,67,0.7,1.0,13.8
E079,Sapodilla,Manilkara zapota,Chico,84%,108,0.5,0.9,24.5
E080,Sapote,Diospyros ebenum,Ebony persimmon,72%,93,0.8,0.5,21.2
E081,Stinking passion flower fruit,Passiflora foetida,Pasionaryang mabaho,50%,62,0.6,0.5,13.7
E082,Stinking passion flower juice,Passiflora foetida,"Pasionaryang mabaho, katas",100%,56,0.8,0.6,11.8
E083,Soursop,Annona muricata,Guyabano,70%,70,1.1,0.1,16.2
E084,Spanish plum,Spondias purpurea,Siniguwelas,64%,88,0.9,0.2,20.6
E085,"Star apple, green",Chrysophyllum cainito,"Kaymito, berde",53%,74,0.7,1.1,15.3
E086,"Star apple, purple",Chrysophyllum cainito,"Kaymito, murado",63%,80,1.3,0.6,17.4
E087,Starfruit,Averrhoa carambola,Balimbing,88%,39,0.5,0.7,7.7
E088,Strawberry,Fragaria × ananassa Duchesne,N/A,98%,34,0.8,0.2,7.2
E089,Sugar apple/Sweetsop,Annona squamosa,Atis,50%,104,1.3,0.4,23.7
E090,Sugar palm,Arenga pinnata,Kaong,100%,19,0.1,0.2,4.3
E091,"Sugar palm, boiled",Arenga pinnata,"Kaong, nilaga",100%,13,0.1,0.2,2.8
E092,Susong-kalabaw,Uvaria rufa,Carabao's teats,43%,39,0.7,0.4,8.1
E093,"Tamarind, ripe",Tamarindus indica,"Sampalok, hinog",44%,258,2.0,0.6,61.1
E094,"Tamarind, unripe",Tamarindus indica,"Sampalok, hilaw",40%,77,0.9,0.3,17.7
E095,"Tamarind, unripe, boiled",Tamarindus indica,"Sampalok, hilaw, nilaga",100%,30,0.7,0.1,6.6
E096,"Banana chips, salted",N/A,N/A,100%,585,1.8,41.2,51.8
E097,"Banana chips, sweetn",N/A,N/A,100%,568,1.5,35.1,61.6
E098,"Banana cracker, sweetn",N/A,N/A,100%,509,2.1,27.7,62.8
E099,Banana fritter,N/A,"Maruya, saging",100%,240,3.0,3.9,48.1
E100,"Banana, saba, mashed, w/ sugar & marg",N/A,"Linupak, saging saba",100%,204,1.4,3.6,41.4
E101,"Banana, saba, w/ sugar, fried",N/A,Banana cue,100%,183,2.0,2.6,37.8
E102,"Banana, saba, w/ sugar, wrapped, fried",N/A,"Turon, saging saba",100%,259,2.4,6.4,48.0
E103,"Bilimbi, pickled",N/A,"Kamias, buro",100%,22,0.5,0.1,4.7
E104,"Cherry, in syrup, drnd",N/A,N/A,65%,106,0.2,0.5,25.1
E105,"Date, dried",N/A,N/A,100%,346,1.7,2.8,78.6
E106,Dikyam,N/A,N/A,100%,246,1.9,1.6,56.1
E107,"Fruit cocktail, tropical, in syrup, cnd",N/A,N/A,100%,103,0.2,0.2,25.0
E108,"Jujube Indian/Chinese date, dried",N/A,"Mansanitas, tuyo",93%,333,1.1,0.5,80.9
E109,"Mango chips, dried",N/A,N/A,100%,365,1.6,1.0,87.3
E110,"Peach, in heavy syrup, cnd",N/A,"Milokoton, hiniwa, may arnibal, nakalata",100%,73,0.4,0.9,15.8
E113,"Pineapple, crushed, cnd",N/A,N/A,100%,87,0.5,0.2,20.9
E114,"Pineapple, slice, cnd",N/A,N/A,100%,119,0.4,0.8,27.5
E115,Prune,N/A,N/A,100%,278,2.5,0.7,65.5
E116,Raisin,N/A,Pasas,100%,340,3.5,1.1,78.9
E117,Dragon fruit,Hylocereus undatus,Pitaya,63%,66,1.0,1.0,13.2
E118,"Kandis, flesh",Garcinia lateriflora,N/A,44%,65,0.3,0.5,14.9
E119,"Kandis, pulp",Garcinia lateriflora,N/A,40%,60,0.3,0.2,14.3
E120,"Libas fruit, ripe",Spondias pinnata,"Common hog plum fruit, ripe",22%,51,0.8,0.1,11.7
E121,"Libas fruit, unripe",Spondias pinnata,"Common hog plum fruit, unripe",80%,40,0.8,0.1,8.9
E122,Maraitum,Nephelium sp.,N/A,19%,92,0.5,0.2,22.0
E123,Palau-biyok,Willughbeia sp.,N/A,23%,115,0.6,0.3,27.5
E124,Sapinit,Rubus moluccanus,Wild raspberry,100%,76,1.2,1.1,15.2
E125,Tabo,Willughbeia sp.,N/A,14%,110,0.4,0.2,26.7
F001,Beef blood,Bos taurus,Baka dugo,100%,90,20.6,0.6,0.5
F002,"Beef blood, bbq",Bos taurus,"Baka dugo, bbq/""rambo""",100%,93,19.7,1.1,1.1
F003,Beef brain,Bos taurus,Baka utak,100%,127,10.3,9.4,0.3
F004,"Beef brain, boiled",Bos taurus,"Baka utak, nilaga",100%,155,12.2,11.3,1.2
F005,Beef brisket,Bos taurus,Baka punta y pecho,84%,211,18.2,15.4,0.0
F006,Beef chuck,Bos taurus,Baka paypay,94%,171,19.0,10.5,0.0
F007,"Beef chuck, lean, boiled",Bos taurus,"Baka paypay, laman, nilaga",100%,109,11.4,2.4,10.4
F008,Beef club steak,Bos taurus,"Baka tagiliran, unahan",82%,104,23.1,1.3,0.0
F009,Beef flank,Bos taurus,Baka camto,100%,231,19.4,17.0,0.0
F010,Beef head,Bos taurus,Baka ulo,44%,139,25.0,4.2,0.4
F011,Beef heart,Bos taurus,Baka puso,100%,139,18.8,6.2,1.9
F012,"Beef intestine, large",Bos taurus,Baka bitukang malaki,100%,103,5.0,8.1,2.6
F013,"Beef intestine, small",Bos taurus,Baka bitukang maliit,100%,109,16.4,4.2,1.4
F014,Beef kidney,Bos taurus,Baka bato,80%,89,16.2,2.2,1.1
F015,Beef lean meat,Bos taurus,Baka laman,100%,134,23.1,4.6,0.0
F016,"Beef lean meat, boiled",Bos taurus,"Baka laman, nilaga",100%,146,25.3,5.0,0.0
F017,"Beef lean meat, broiled",Bos taurus,"Baka laman, inihaw",100%,149,30.4,3.0,0.0
F018,"Beef lean meat, fried",Bos taurus,"Baka laman, prito",100%,183,30.2,6.9,0.0
F019,Beef liver,Bos taurus,Baka atay,100%,144,20.6,3.2,8.3
F020,"Beef liver, boiled",Bos taurus,"Baka atay, nilaga",100%,154,25.5,4.0,4.0
F021,Beef lung,Bos taurus,Baka baga,87%,98,17.2,1.8,3.2
F022,Beef mammary,Bos taurus,Baka sinuso,84%,550,6.6,55.4,6.2
F023,Beef omasum,Bos taurus,Baka librilyo,100%,95,15.1,3.8,0.0
F024,"Beef omasum, boiled",Bos taurus,"Baka librilyo, nilaga",100%,93,14.8,3.7,0.0
F025,Beef plate,Bos taurus,Baka tadyang,66%,203,18.2,14.5,0.0
F026,Beef porterhouse steak,Bos taurus,"Baka tagiliran, gitna",69%,105,23.4,1.3,0.0
F027,Beef reticulum,Bos taurus,Baka mansanilya,100%,170,13.9,12.1,1.4
F028,"Beef reticulum, boiled",Bos taurus,"Baka mansanilya, nilaga",100%,167,11.5,13.4,0.0
F029,Beef rib roast,Bos taurus,Baka kadera,64%,314,15.1,28.2,0.0
F030,Beef round,Bos taurus,Baka pierna corta at pierna larga,83%,139,20.7,6.2,0.0
F031,"Beef round, boiled",Bos taurus,"Baka pierna corta at pierna larga, nilaga",100%,106,19.2,3.2,0.0
F032,"Beef round, broiled",Bos taurus,"Baka pierna corta at pierna larga, inihaw",100%,132,21.4,5.1,0.0
F033,"Beef round, fried",Bos taurus,"Baka pierna corta at pierna larga, prito",100%,140,21.1,6.2,0.0
F034,Beef rump,Bos taurus,Baka tapadera,88%,104,20.7,2.4,0.0
F035,Beef shank,Bos taurus,Baka kenchi,89%,115,21.5,3.2,0.0
F036,"Beef shank, boiled",Bos taurus,"Baka kenchi, nilaga",89%,92,19.5,1.5,0.0
F037,Beef short rib,Bos taurus,Baka tadyang,79%,248,20.2,18.6,0.0
F038,Beef sirloin,Bos taurus,"Baka tagiliran, hulihan",91%,132,20.5,5.6,0.0
F039,"Beef sirloin, boiled",Bos taurus,"Baka tagiliran, hulihan, nilaga",100%,106,18.3,3.6,0.0
F040,"Beef sirloin, broiled",Bos taurus,"Baka tagiliran, hulihan, inihaw",100%,138,22.2,5.5,0.0
F041,"Beef sirloin, fried",Bos taurus,"Baka tagiliran, hulihan, prito",100%,152,23.5,6.4,0.0
F042,Beef spleen,Bos taurus,Baka lapay,100%,95,18.2,2.0,1.0
F043,"Beef spleen, boiled",Bos taurus,"Baka lapay, nilaga",100%,85,16.4,2.2,0.0
F044,Beef stomach,Bos taurus,Baka sikmura,100%,119,17.6,5.3,0.2
F045,Beef tail,Bos taurus,Baka buntot,70%,360,15.8,33.0,0.0
F046,Beef tenderloin,Bos taurus,Baka solomilyo,100%,128,22.8,4.1,0.0
F047,Beef tongue,Bos taurus,Baka dila,86%,214,14.8,15.2,4.4
F048,"Beef tongue, boiled",Bos taurus,"Baka dila, nilaga",86%,227,11.4,12.0,18.3
F049,Beef tripe,Bos taurus,Baka goto,100%,102,11.0,5.8,1.4
F050,"Beef tripe, boiled",Bos taurus,"Baka goto, nilaga",100%,94,10.3,5.2,1.5
F051,Beef uterus,Bos taurus,Baka bahay guya,97%,88,15.8,1.2,3.5
F052,Carabeef blood,Bubalus bubalis,Kalabaw dugo,100%,75,18.6,0.0,0.2
F053,Carabeef brain,Bubalus bubalis,Kalabaw utak,100%,136,9.4,10.1,1.9
F054,Carabeef chuck,Bubalus bubalis,Kalabaw paypay,100%,100,18.6,2.8,0.0
F055,Carabeef heart,Bubalus bubalis,Kalabaw puso,100%,114,17.4,4.6,0.7
F056,"Carabeef intestine, large",Bubalus bubalis,Kalabaw bitukang malaki,100%,165,9.3,11.9,5.2
F057,"Carabeef intestine, small",Bubalus bubalis,Kalabaw bitukang maliit,100%,148,10.4,9.7,4.7
F058,Carabeef kidney,Bubalus bubalis,Kalabaw bato,100%,77,14.0,1.8,1.1
F059,Carabeef lean meat,Bubalus bubalis,Kalabaw laman,100%,90,20.6,0.8,0.0
F060,"Carabeef lean meat, boiled",Bubalus bubalis,"Kalabaw laman, nilaga",88%,100,22.4,1.2,0.0
F061,Carabeef liver,Bubalus bubalis,Kalabaw atay,100%,108,15.5,1.7,7.6
F062,Carabeef lung,Bubalus bubalis,Kalabaw baga,100%,87,18.6,1.4,0.0
F063,Carabeef omasum,Bubalus bubalis,Kalabaw librilyo,81%,37,8.7,0.2,0.1
F064,Carabeef reticulum,Bubalus bubalis,Kalabaw mansanilya,100%,119,11.2,6.9,2.9
F065,Carabeef round,Bubalus bubalis,Kalabaw hita,96%,94,20.4,1.4,0.0
F066,Carabeef round steak,Bubalus bubalis,Kalabaw pierna corta at pierna larga,83%,100,21.4,1.6,0.0
F067,Carabeef rump,Bubalus bubalis,Kalabaw tapadera,100%,85,19.3,0.9,0.0
F068,Carabeef shank,Bubalus bubalis,Kalabaw kenchi,44%,102,20.2,2.4,0.0
F069,Carabeef spleen,Bubalus bubalis,Kalabaw lapay,100%,98,21.2,1.5,0.0
F070,Carabeef stomach,Bubalus bubalis,Kalabaw sikmura,100%,81,18.7,0.7,0.0
F071,Carabeef w/ fat,Bubalus bubalis,"Kalabaw laman, may taba",86%,119,21.8,3.6,0.0
F072,"Carabeef w/ fat, boiled",Bubalus bubalis,"Kalabaw laman, may taba, nilaga",100%,147,26.9,4.4,0.0
F075,Chevon back,Capra hircus,Kambing likod,-,96,20.4,1.6,0.0
F076,Chevon breast,Capra hircus,Kambing dibdib,-,82,17.7,1.2,0.0
F077,Chevon flank,Capra hircus,Kambing tiyan,100%,149,16.6,9.2,0.0
F078,Chevon heart,Capra hircus,Kambing puso,100%,125,17.1,5.9,0.8
F079,"Chevon intestine, small",Capra hircus,Kambing bitukang maliit,100%,71,10.2,3.4,0.0
F080,Chevon kidney,Capra hircus,Kambing bato,100%,97,15.9,3.5,0.4
F081,Chevon leg,Capra hircus,Kambing hita at binti,-,72,17.0,0.4,0.0
F082,Chevon liver,Capra hircus,Kambing atay,100%,129,22.1,3.4,2.6
F083,Chevon loin,Capra hircus,Kambing lomo,100%,95,22.3,0.6,0.0
F084,Chevon lung,Capra hircus,Kambing baga,100%,93,17.0,2.1,1.6
F085,Chevon neck,Capra hircus,Kambing leeg,-,121,23.3,3.1,0.0
F086,Chevon rib,Capra hircus,Kambing tadyang,-,90,19.9,1.2,0.0
F087,Chevon shank,Capra hircus,Kambing biyas,-,89,19.8,1.1,0.0
F088,Chevon shoulder,Capra hircus,Kambing balikat,-,90,17.4,2.3,0.0
F089,Chevon stomach,Capra hircus,Kambing sikmura,100%,57,9.8,1.1,1.9
F090,"Chick, one-day old, fried",Gallus gallus,N/A,100%,237,25.3,14.6,1.2
F091,Chicken back,Gallus gallus,Manok likod,45%,207,17.4,15.3,0.0
F092,Chicken blood,Gallus gallus,Manok dugo,100%,59,13.9,0.1,0.5
F093,Chicken breast,Gallus gallus,Manok pitso,84%,131,21.6,5.0,0.0
F094,Chicken feet,Gallus gallus,Manok paa,34%,187,24.7,9.8,0.0
F095,"Chicken feet, bbq",Gallus gallus,"Manok paa, bbq/""adidas""",55%,229,26.9,11.9,3.6
F096,Chicken gizzard,Gallus gallus,Manok balun-balunan,100%,106,21.8,1.0,2.5
F097,Chicken head,Gallus gallus,Manok ulo,61%,129,13.1,8.2,0.8
F098,"Chicken head, bbq",Gallus gallus,"Manok ulo, bbq/""helmet""",64%,220,20.5,14.7,1.3
F099,Chicken heart,Gallus gallus,Manok puso,100%,197,11.6,15.9,1.9
F100,Chicken intestine,Gallus gallus,Manok bituka,41%,155,13.0,11.4,0.0
F101,"Chicken intestine, bbq",Gallus gallus,"Manok bituka, bbq/""IUD""/Isaw manok",100%,210,28.2,9.6,3.0
F102,Chicken leg/drumstick,Gallus gallus,Manok binti,85%,204,17.1,15.1,0.0
F103,Chicken liver,Gallus gallus,Manok atay,100%,124,18.1,3.9,4.0
